Group_Code,Menu_Code,Group_Name,Name,PNU,Default_Value,Minimum_Value,Maximum_Value,Unit,Scaling,Datatype,Enum,Read_Only,Help,Decimals,Variable_Name,Visibility_Index,Visibility_Rule,Alarm_Parameter_Idx,Unique_ID,ItemType,CopyType,Enum_Vis_List_Idx,Group_VisibilityIdx
,U74,Injection control-Injection control B,Control state B,2734,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053865,3,GetVar(148) > 1,,1053865,R,N,[],3
,U77,Injection control-Injection control B,Thermostat air temp. B,2737,0,-200,200,°C,0,Float,,0,Thermostat temperature,1,Id_1053583,35,GetVar(148) > 1 and GetVar(1) < 3,,1053583,R,N,[],3
,U76,Injection control-Injection control B,S4 Air OFF evap. B,2736,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053921,3,GetVar(148) > 1,,1053921,R,N,[],3
,U82,Injection control-Injection control B,AKV opening B,2742,0,0,100,%,0,INT,,0,Actual status of output function,0,Id_1054009,3,GetVar(148) > 1,,1054009,R,N,[],3
,u25,Injection control-Injection control B,Pe Evap. pressure,2543,0,-1,200,Bar-g,0,Float,,0,Actual sensor signal,1,Id_1053753,0,1,,1053753,R,N,[],3
,u26,Injection control-Injection control B,Te Evap. temp.,2544,0,-200,200,°C,0,Float,,0,Temperature converted from pressure,1,Id_1053754,0,1,,1053754,R,N,[],3
,U79,Injection control-Injection control B,S2 Gas outlet B,2739,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053895,3,GetVar(148) > 1,,1053895,R,N,[],3
,U80,Injection control-Injection control B,Superheat B,2740,0,-200,200,°C,0,Float,,0,Readout of actual superheat at the outlet of the evaporator,1,Id_1053974,3,GetVar(148) > 1,,1053974,R,N,[],3
,U81,Injection control-Injection control B,Superheat reference B,2741,0,-200,200,°C,0,Float,,0,Read out of the actual superheat reference,1,Id_1053975,3,GetVar(148) > 1,,1053975,R,N,[],3
,U83,Injection control-Injection control C,Control state C,2743,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1055837,4,GetVar(148) == 3,,1055837,R,N,[],4
,U86,Injection control-Injection control C,Thermostat air temp. C,2746,0,-200,200,°C,0,Float,,0,Thermostat temperature,1,Id_1055750,36,GetVar(148) == 3 and GetVar(1) < 3,,1055750,R,N,[],4
,U85,Injection control-Injection control C,S4 Air OFF evap. C,2745,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1055893,4,GetVar(148) == 3,,1055893,R,N,[],4
,U91,Injection control-Injection control C,AKV opening C,2751,0,0,100,%,0,INT,,0,Actual status of output function,0,Id_1055981,4,GetVar(148) == 3,,1055981,R,N,[],4
,u25,Injection control-Injection control C,Pe Evap. pressure,2543,0,-1,200,Bar-g,0,Float,,0,Actual sensor signal,1,Id_1053753,0,1,,1053753,R,N,[],4
,u26,Injection control-Injection control C,Te Evap. temp.,2544,0,-200,200,°C,0,Float,,0,Temperature converted from pressure,1,Id_1053754,0,1,,1053754,R,N,[],4
,U88,Injection control-Injection control C,S2 Gas outlet C,2748,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1055867,4,GetVar(148) == 3,,1055867,R,N,[],4
,U89,Injection control-Injection control C,Superheat C,2749,0,-200,200,°C,0,Float,,0,Readout of actual superheat at the outlet of the evaporator,1,Id_1055946,4,GetVar(148) == 3,,1055946,R,N,[],4
,U90,Injection control-Injection control C,Superheat reference C,2750,0,-200,200,°C,0,Float,,0,Read out of the actual superheat reference,1,Id_1055947,4,GetVar(148) == 3,,1055947,R,N,[],4
,u00,Defrost control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],1
,U73,Defrost control,Defrost sensor temperature A,2703,0,-200,200,°C,0,Float,,0,Actual temperature of selected defrost stop sensor,1,Id_1053674,32,(GetVar(148) != 3 and GetVar(148) != 4) and GetVar(18) > 0 and GetVar(27) > 0,,1053674,R,N,[],1
,U93,Defrost control,Defrost sensor temperature B,2763,0,-200,200,°C,0,Float,,0,Actual temperature of selected defrost stop sensor,1,Id_1053869,37,GetVar(148) > 1 and GetVar(18) > 0 and GetVar(27) > 0,,1053869,R,N,[],1
,U94,Defrost control,Defrost sensor temperature C,2764,0,-200,200,°C,0,Float,,0,Actual temperature of selected defrost stop sensor,1,Id_1055841,38,GetVar(148) == 3 and GetVar(18) > 0 and GetVar(27) > 0,,1055841,R,N,[],1
,u09,Defrost control,S5 Evaporator A,1011,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053739,42,GetVar(148) != 3 and GetVar(148) != 4 and ((GetVar(18) > 0 and GetVar(27) == 1) || GetVar(54) < 50),,1053739,R,N,[],1
,u75,Defrost control,S5 Evaporator B,2595,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053934,43,(GetVar(148) == 2 || GetVar(148) == 5) and GetVar(18) > 0 and GetVar(27) == 1,,1053934,R,N,[],1
,u60,Defrost control,Defrost A,2512,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1053774,10,GetVar(148) != 3 and GetVar(148) != 4,,1053774,R,N,[],1
,u83,Defrost control,Defrost B,2603,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1053969,41,GetVar(148) == 2 || GetVar(148) == 5,,1053969,R,N,[],1
,u11,Defrost control,Defrost time A,2508,0,0,900,minutes,0,INT,,0,Read the duration of the ongoing defrost or the duration of the last completed defrost.,0,Id_1053672,0,1,,1053672,R,N,[],1
,U75,Defrost control,Defrost time B,2735,0,0,900,minutes,0,INT,,0,Read the duration of the ongoing defrost or the duration of the last completed defrost.,0,Id_1053867,3,GetVar(148) > 1,,1053867,R,N,[],1
,U84,Defrost control,Defrost time C,2744,0,0,900,minutes,0,INT,,0,Read the duration of the ongoing defrost or the duration of the last completed defrost.,0,Id_1055839,4,GetVar(148) == 3,,1055839,R,N,[],1
,,Defrost control,Start defrost,1013,0,0,1,,0,,"0:OFF,1:ON",0,Command for starting a defrost,0,Id_1054860,0,1,,1054860,F,N,[],1
,,Defrost control,Stop defrost,1060,0,0,1,,0,,"0:OFF,1:ON",0,Command for stopping an ongoing defrost cycle,0,Id_1054926,0,1,,1054926,F,N,[],1
,d01,Defrost control,Defrost method,1000,1,0,4,,0,,"0:None,1:Electrical,4:Air/Offcycle",1,Select method of defrost,0,Id_1054083,0,1,,1054083,S,S,[],1
,d10,Defrost control,Defrost stop method,1009,0,0,2,,0,,"0:Time,1:S5 sensor,2:S4 sensor",1,Here you define whether a defrost cycle is to be stopped by time or by a temperature sensor,0,Id_1054087,0,1,,1054087,S,S,['S5 sensor:10'],1
,d02,Defrost control,Defrost stop limit A,1001,6,0,50,°C,0,Float,,1,"When the selected defrost stop sensor reaches the set limit, the defrost cycle is terminated",1,Id_1053671,9,GetVar(27) > 0,,1053671,S,S,[],1
,d04,Defrost control,Max defrost time,1003,45,0,360,minutes,0,INT,,1,"Max duration of a defrost cycle. The setting is also used as a safety time if the defrost is stopped on temperature. If the selected defrost stop sensor does not reach the set defrost stop temperature limit within the set time, the defrost will be stopped anyway.",0,Id_1054086,0,1,,1054086,S,S,[],1
,d03,Defrost control,Defrost start interval,1002,8,0,240,hours,0,INT,,1,"The function is zeroset and will start the timer function at each defrost start. When the time has expired the function will start a defrost. 
The function is used as a simple defrost start, or it may be used as a safeguard if the normal signal fails to appear. 
If master/slave defrost without clock function or without data communication is used, the interval time will be used as max. time between defrosts. 
If a defrost start via data communcation does not take place, the interval time will be used as max. time between defrosts.
When there is defrost with clock function or data communication, the interval time must be set for a somewhat longer period of time than the planned one.  In connection with power failure the interval time will be maintained, and when the power returns the interval time will continue from the maintained value. 
he interval time is not active when set to 0",0,Id_1054098,0,1,,1054098,S,S,[],1
,d05,Defrost control,Time staggering power up,1004,0,0,240,minutes,0,INT,,1,"Time staggering for defrost cutins during start-up 
The function is only relevant if you have several refrigeration appliances or groups where you want the defrost to be staggered in relation to one another. The function is furthermore only relevant if you have chosen defrost with interval start. The function delays the interval time by the set number of minutes, but it only does it once, and this at the very first defrost taking place when voltage is connected to the controller. 
The function will be active after each and every power failure.",0,Id_1054099,0,1,,1054099,S,S,[],1
,d18,Defrost control,Max thermostat runtime,1020,0,0,240,hours,0,INT,,1,"Defrost on demand – aggregate refrigeration time 
Set here is the refrigeration time allowed without defrosts. If the time is passed, a defrost will be started. With setting = 0 the function is not in use.",0,Id_1054107,0,1,,1054107,S,S,[],1
,d16,Defrost control,Pump down delay,1018,0,0,60,minutes,0,INT,,1,Set the time where the evaporator is emptied of refrigerant prior to the actual defrost cycle,0,Id_1054088,0,1,,1054088,S,S,[],1
,d06,Defrost control,Drip off time,1005,0,0,60,minutes,0,INT,,1,Here you set the time that is to elapse from a defrost and until the compressor is to start again. (The time when water drips off the evaporator).,0,Id_1054091,0,1,,1054091,S,S,[],1
,o16,Defrost control,Max hold time,2020,20,0,360,minutes,0,INT,,1,"Max. standby time after coordinated defrost. 
When a controller has completed a defrost it will wait for a signal which tells that the refrigeration may be resumed. If this signal fails to appear for one reason or another, the controller will itself start the refrigeration when this standby time has elapsed.",0,Id_1054090,0,1,,1054090,S,S,[],1
,d09,Defrost control,Fan control during defrost,1008,1,0,3,,0,,"0:OFF,1:ON,2:OFF at drip,3:OFF at high temp",1,"Fan operation during defrost 
Here you can set how the fan is to operate during defrost.

0: Stopped (Runs during pump down)


1: Running (stopped during  ""fan delay"")
2: Running during pump down and defrost. After that stopped


3: Running during pump down and defrost until defrost stop sensor reaches fan stop temperature limit",0,Id_1054093,0,1,,1054093,S,S,['OFF at high temp:10'],1
,d07,Defrost control,Fan start delay,1007,0,0,60,minutes,0,INT,,1,"Delay of fan start after defrost. 
Here you set the time that is to elapse from compressor start after a defrost and until the fan may start again. (The time when remaining water is transformed into ice on the evaporator).",0,Id_1054094,0,1,,1054094,S,S,[],1
,d08,Defrost control,Fan start temperature,1006,-50,-50,10,°C,0,Float,,1,"Temperature limit for starting the fans after a defrost. When the measured S5 evaporator temperature is getting below the set limit, the fans are started",1,Id_1054095,10,GetVar(148) != 3 and GetVar(148) != 4,,1054095,S,S,[],1
,d41,Defrost control,Fan stop temperature,1059,0,-20,20,°C,0,Float,,1,"If the fan control during defrost has been set up for it, the fans can be stopped during the defrost if the defrost sensor exceeds the set temperature limit",1,Id_1054096,11,GetVar(26) == 3,,1054096,S,S,[],1
,d27,Defrost control,Rail heat during defrost,1045,1,0,2,,0,,"0:OFF,1:ON,2:Normal control",1,"Define how railheat is controlled during defrost

0: Railheat is OFF all the time

1: Railheat is ON all the time

2: Normal railheat control",0,Id_1054179,6,GetVar(172) == 1 || GetVar(148) < 4,,1054179,S,S,[],1
,d40,Defrost control,Display delay after defrost,1058,30,5,240,minutes,0,INT,,1,"Set the maximum time the display should show the defrost code ""-d-"" after a defrost. The normal temperature readout is normally started when the temperature in the case is OK again or if a high temperature alarm is raised.",0,Id_1054101,0,1,,1054101,S,S,[],1
,t00,Defrost schedules,Defrost schedule,1200,0,0,1,,0,,"0:No,1:Yes",1,,0,Id_1054133,0,1,,1054133,S,S,[],5
,t01,Defrost schedules,Def. start 1 - Hours,1201,0,0,23,hours,0,INT,,1,,0,Id_1054141,12,GetVar(34) > 0,,1054141,S,S,[],5
,t11,Defrost schedules,Def. start 1 - Minutes,1211,0,0,59,minutes,0,INT,,1,,0,Id_1054142,12,GetVar(34) > 0,,1054142,S,S,[],5
,t02,Defrost schedules,Def. start 2 - Hours,1202,0,0,23,hours,0,INT,,1,,0,Id_1054143,12,GetVar(34) > 0,,1054143,S,S,[],5
,t12,Defrost schedules,Def. start 2 - Minutes,1212,0,0,59,minutes,0,INT,,1,,0,Id_1054144,12,GetVar(34) > 0,,1054144,S,S,[],5
,t03,Defrost schedules,Def. start 3 - Hours,1203,0,0,23,hours,0,INT,,1,,0,Id_1054145,12,GetVar(34) > 0,,1054145,S,S,[],5
,t13,Defrost schedules,Def. start 3 - Minutes,1213,0,0,59,minutes,0,INT,,1,,0,Id_1054146,12,GetVar(34) > 0,,1054146,S,S,[],5
,t04,Defrost schedules,Def. start 4 - Hours,1204,0,0,23,hours,0,INT,,1,,0,Id_1054147,12,GetVar(34) > 0,,1054147,S,S,[],5
,t14,Defrost schedules,Def. start 4 - Minutes,1214,0,0,59,minutes,0,INT,,1,,0,Id_1054148,12,GetVar(34) > 0,,1054148,S,S,[],5
,t05,Defrost schedules,Def. start 5 - Hours,1205,0,0,23,hours,0,INT,,1,,0,Id_1054149,12,GetVar(34) > 0,,1054149,S,S,[],5
,t15,Defrost schedules,Def. start 5 - Minutes,1215,0,0,59,minutes,0,INT,,1,,0,Id_1054150,12,GetVar(34) > 0,,1054150,S,S,[],5
,t06,Defrost schedules,Def. start 6 - Hours,1206,0,0,23,hours,0,INT,,1,,0,Id_1054151,12,GetVar(34) > 0,,1054151,S,S,[],5
,t16,Defrost schedules,Def. start 6 - Minutes,1216,0,0,59,minutes,0,INT,,1,,0,Id_1054152,12,GetVar(34) > 0,,1054152,S,S,[],5
,t51,Defrost schedules,Monday - Follow schedule,1221,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055699,12,GetVar(34) > 0,,1055699,S,S,[],5
,t52,Defrost schedules,Tuesday - Follow schedule,1222,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055700,12,GetVar(34) > 0,,1055700,S,S,[],5
,t53,Defrost schedules,Wednesday - Follow schedule,1223,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055701,12,GetVar(34) > 0,,1055701,S,S,[],5
,t54,Defrost schedules,Thursday - Follow schedule,1224,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055702,12,GetVar(34) > 0,,1055702,S,S,[],5
,t55,Defrost schedules,Friday - Follow schedule,1225,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055703,12,GetVar(34) > 0,,1055703,S,S,[],5
,t56,Defrost schedules,Saturday - Follow schedule,1226,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055704,12,GetVar(34) > 0,,1055704,S,S,[],5
,t57,Defrost schedules,Sunday - Follow schedule,1227,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055705,12,GetVar(34) > 0,,1055705,S,S,[],5
,u00,Fan control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],1
,u59,Fan control,Fan,2511,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054224,0,1,,1054224,R,N,[],1
,F05,Fan control,Fan pulsing mode,1506,0,0,2,,0,,"0:No pulsing,1:Pulsing cutout,2:Pulsing cutout night",1,"Pulse operation of fan 

0: No pulse operation 

1: Pulse operation when the thermostat is cut out

2: Pulse operation when the thermostat is cut out, but only during night operation",0,Id_1054212,0,1,,1054212,S,S,[],1
,F06,Fan control,Fan period time,1507,5,1,30,minutes,0,INT,,1,Periodtime for pulsing of fan,0,Id_1054213,13,GetVar(55) > 0,,1054213,S,S,[],1
,F07,Fan control,Fan ON cycle,1508,100,0,100,%,0,INT,,1,"ON time for fan. 
The ON period is set as a percentage of the period time",0,Id_1054210,13,GetVar(55) > 0,,1054210,S,S,[],1
,F04,Fan control,Fan stop high S5 temp.,1505,50,-50,50,°C,0,Float,,1,"Fan stop temperature 
The function stops the fans in an error situation, so that they will not provide power to the appliance. If the defrost sensor registers a higher temperature than the one set here, the fans will be stopped. There will be re-start at 2 K below the setting. 
The function is not active during a defrost or start-up after a defrost.",1,Id_1054211,0,1,,1054211,S,S,[],1
,o90,Fan control,Fan at forced closing,2121,1,0,3,,0,,"0:OFF,1:ON,2:OFF and suppress defrost,3:ON and suppress defrost",1,"You can set whether fans should be operational or stopped if the function ""Forced closing"" is activated here. 

0: Fans are OFF

1: Fans are ON

2: Fans are OFF and defrost is not permitted

3: Fans are ON and defrost is not permitted",0,Id_1054214,0,1,,1054214,S,S,[],1
,u00,Railheat control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],6
,,Railheat control,Dewpoint,2615,0,-200,200,°C,0,Float,,0,Actual dewpoint received from system manager via network,1,Id_1054189,18,(GetVar(172) == 1 || GetVar(148) < 4) and GetVar(118) == 2,,1054189,R,N,[],6
,u85,Railheat control,Railheat power,2606,0,0,100,%,0,INT,,0,Readout of the actual rail power in %,0,Id_1054188,18,(GetVar(172) == 1 || GetVar(148) < 4) and GetVar(118) == 2,,1054188,R,N,[],6
,U59,Railheat control,Rail heat PWM,2689,0,0,100,%,0,INT,,0,Actual status of output function,0,Id_1054209,19,GetVar(172) == 1,,1054209,R,N,[],6
,o85,Railheat control,Rail heat control mode,2116,0,0,2,,0,,"0:ON,1:Day/Night timer,2:Dew point ctrl.",1,"The rail heat can be controlled in several ways: 


0: Railheat is running all the time 


1: Pulse control is used with a timer function following the day/night operation 


2: Pulse control is used with a dew point function. This function requires that a signal is received about the dew point value. The value is measured by a system manager and sent to the controller via the data communication.",0,Id_1054178,6,GetVar(172) == 1 || GetVar(148) < 4,,1054178,S,S,[],6
,o41,Railheat control,Rail heat ON cycle day,2060,100,0,100,%,0,INT,,1,Railheat power during day time. The ON period is set as a percentage of the period,0,Id_1054180,6,GetVar(172) == 1 || GetVar(148) < 4,,1054180,S,S,[],6
,o42,Railheat control,Rail heat ON cycle night,2061,100,0,100,%,0,INT,,1,Railheat power during night time. The ON period is set as a percentage of the period time,0,Id_1054181,6,GetVar(172) == 1 || GetVar(148) < 4,,1054181,S,S,[],6
,o43,Railheat control,Rail heat period time,2062,5,1,60,minutes,0,INT,,1,Periodtime for pulsing of railheat,0,Id_1054182,6,GetVar(172) == 1 || GetVar(148) < 4,,1054182,S,S,[],6
,P82,Railheat control,Rail heat PWM - Period time,2200,10,4,60,s,0,INT,,1,Period time for the pulse width modulation,0,Id_1054208,19,GetVar(172) == 1,,1054208,S,S,[],6
,o88,Railheat control,Rail heat min ON cycle,2119,30,0,100,%,0,INT,,1,"Lowest permitted rail heat power. 
When the measured dew point is below the defined minimum limit the rail heat will run with the set minimum power",0,Id_1054185,18,(GetVar(172) == 1 || GetVar(148) < 4) and GetVar(118) == 2,,1054185,S,S,[],6
,o86,Railheat control,Dewpoint min limit,2117,8,-10,50,°C,0,Float,,1,If the measuered dew point is below the set value the rail heat is running at minimum heat,1,Id_1054183,18,(GetVar(172) == 1 || GetVar(148) < 4) and GetVar(118) == 2,,1054183,S,S,[],6
,o87,Railheat control,Dewpoint max limit,2118,17,-10,50,°C,0,Float,,1,If the measured dew point is above the set value the rail heat is maximum,1,Id_1054184,18,(GetVar(172) == 1 || GetVar(148) < 4) and GetVar(118) == 2,,1054184,S,S,[],6
,u00,Light/Cleaning control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],0
,u13,Light/Cleaning control,Night condition,2533,0,0,1,,0,,"0:OFF,1:ON",0,Status at the day-/night operation (night operation: on/off),0,Id_1048672,0,1,,1048672,R,N,[],0
,u63,Light/Cleaning control,Light,2584,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054249,0,1,,1054249,R,N,[],0
,o38,Light/Cleaning control,Light control mode,2057,1,1,5,,0,,"1:Day and night,2:Network,3:Door switch,4:Network (Fallback),5:Digital input",1,"Configuration of light function

1: Light is controlled via  day/night status 

2: Light is controlled via data communication and master control parameter ""MC Light signal"" 

3: Light is controlled by door contact on DI input. When the door is opened the relay will cut in. When the door is closed again there will be a time delay of two minutes before the light is switched off. 

4: As ""2"" but if there are any 15-minute network errors, the light will switch on and the night blind will open. 

5: Light is controlled via DI input signal",0,Id_1054235,0,1,,1054235,S,S,[],0
,o98,Light/Cleaning control,Light at Main switch OFF,2146,0,0,1,,0,,"0:OFF,1:Normal ctrl.",1,"Define how light and blinds are to be controlled at Main switch OFF 

0: Light is switched off and night blinds are open when the main switch is off 

1: Light and night blinds are independent of main switch.",0,Id_1054237,0,1,,1054237,S,S,[],0
,o46,Light/Cleaning control,Case cleaning mode,2056,0,0,2,,0,,"0:OFF,1:Fans run,2:Cleaning",0,"The status of the function can be followed here or the function can be started manually.

0 = Normal operation (no cleaning) 

1 = Only fans are running to defrost the evaporator. All other outputs are Off. 

2 = Cleaning with stopped fans. All outputs are Off. 

If the function is controlled by a digital input signal, the relevant status can be seen here in the menu.",0,Id_1054361,0,1,,1054361,S,N,[],0
,u00,Display control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],1
,u56,Display control,Display readout A,2576,0,-200,200,°C,0,Float,,0,Read out of the temperature shown on the display,1,Id_1053556,0,1,,1053556,R,N,[],1
,U35,Display control,Display readout B,2672,0,-200,200,°C,0,Float,,0,Read out of the temperature shown on the display,1,Id_1053667,0,1,,1053667,R,N,[],1
,o97,Display control,Display readout,2145,1,1,3,,0,,"1:Ther. air A,2:Average all,3:Maximum all",1,Select which temperature to show in the display,0,Id_1056741,0,1,,1056741,S,S,[],1
,,Display control,Display readout adjustment,104,0,-10,10,°C,0,Float,,1,"Correction of the display´s temperature.
If the temperature at the products and the temperature received by the controller are not identical, an offset adjustment of the display temperature can be carried out.""",1,Id_1053554,0,1,,1053554,S,S,[],1
,r05,Display control,Temperature unit,105,0,0,1,,0,,"0:Celsius,1:Fahrenheit",1,Select whether temperatures are to be shown as °C or as °F.,0,Id_1048691,0,1,,1048691,S,S,[],1
