Group_Code,Menu_Code,Group_Name,Name,PNU,Default_Value,Minimum_Value,Maximum_Value,Unit,Scaling,Datatype,Enum,Read_Only,Help,Decimals,Variable_Name,Visibility_Index,Visibility_Rule,Alarm_Parameter_Idx,Unique_ID,ItemType,CopyType,Enum_Vis_List_Idx
,u00,Injection control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[]
,u17,Injection control,Thermostat air temp. A,2532,0,-200,200,°C,0,Float,,0,Thermostat temperature,1,Id_1053472,0,1,,1053472,R,N,[]
,u12,Injection control,S3 Air ON evap. A,2530,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053713,65,GetVar(6) < 100 || GetVar(11) < 100 || GetVar(135) < 100 || GetVar(100) < 100 || GetVar(286) == 3 || GetVar(39) > 0,,1053713,R,N,[]
,u76,Injection control,S3 Air ON evap. B,2596,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053908,69,(GetVar(6) < 100 || GetVar(11) < 100 || GetVar(135) < 100 || GetVar(100) < 100) and (GetVar(184) == 6 || GetVar(184) == 7),,1053908,R,N,[]
,u16,Injection control,S4 Air OFF evap. A,2531,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053726,66,GetVar(6) > 0 || GetVar(11) > 0 || GetVar(135) > 0 || GetVar(100) > 0 || (GetVar(25) > 0 and GetVar(34) == 2) || GetVar(14) > -50 || GetVar(39) > 0,,1053726,R,N,[]
,u23,Injection control,AKV opening A,2528,0,0,100,%,0,INT,,0,Actual status of output function,0,Id_1053814,0,1,,1053814,R,N,[]
,u25,Injection control,Pe Evap. pressure,2543,0,-1,200,Bar-g,0,Float,,0,Actual sensor signal,1,Id_1053753,0,1,,1053753,R,N,[]
,u26,Injection control,Te Evap. temp.,2544,0,-200,200,°C,0,Float,,0,Temperature converted from pressure,1,Id_1053754,0,1,,1053754,R,N,[]
,u20,Injection control,S2 Gas outlet A,2537,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053700,0,1,,1053700,R,N,[]
,u21,Injection control,Superheat A,2536,0,-200,200,°C,0,Float,,0,Readout of actual superheat at the outlet of the evaporator,1,Id_1053779,0,1,,1053779,R,N,[]
,u22,Injection control,Superheat reference A,2535,0,-200,200,°C,0,Float,,0,Read out of the actual superheat reference,1,Id_1053780,0,1,,1053780,R,N,[]
,n10,Injection control,Min superheat limit,3021,3,2,20,°C,0,Float,,1,Min. value for the superheat reference,1,Id_1053776,0,1,,1053776,S,S,[]
,n09,Injection control,Max superheat limit,3015,12,2,20,°C,0,Float,,1,Max. value for the superheat reference,1,Id_1053775,0,1,,1053775,S,S,[]
,n11,Injection control,MOP temperature,3013,15,-50,15,°C,0,Float,,1,"MOP temperature. The valve opening degree is reduced until the evaporating temperature reaches the set MOP limit. 
If no MOP function is required, select highest value, which corresponds to OFF",1,Id_1053777,0,1,,1053777,S,S,[]
,n13,Injection control,AKV Period time,3019,6,3,6,s,0,INT,,1,Period time for the pulse width modulation,0,Id_1053813,0,1,,1053813,C,S,[]
,P87,Injection control,Min superheat liquid ctrl,3153,1,0,20,°C,0,Float,,1,Min. value for the superheat reference during adaptive liquid control,1,Id_1053797,0,1,,1053797,S,S,[]
,P86,Injection control,Max superheat liquid ctrl.,3152,3,0,20,°C,0,Float,,1,Max. value for the superheat reference during adaptive liquid control,1,Id_1053796,0,1,,1053796,S,S,[]
,u00,Defrost control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[]
,U73,Defrost control,Defrost sensor temperature A,2703,0,-200,200,°C,0,Float,,0,Actual temperature of selected defrost stop sensor,1,Id_1053674,13,GetVar(25) > 0 and GetVar(34) > 0,,1053674,R,N,[]
,u09,Defrost control,S5 Evaporator A,1011,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053739,67,((GetVar(25) > 0 and GetVar(34) == 1) || GetVar(64) < 50),,1053739,R,N,[]
,u75,Defrost control,S5 Evaporator B,2595,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053934,70,GetVar(184) == 7 and GetVar(25) > 0 and GetVar(34) == 1,,1053934,R,N,[]
,u60,Defrost control,Defrost A,2512,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1053774,60,GetVar(184) != 5 and (((GetVar(184) == 1 || GetVar(184) == 2 || GetVar(184) == 3) and (GetVar(25) == 1 || GetVar(25) == 2)) || ((GetVar(184) > 3 and GetVar(184) < 9) and GetVar(25) == 1) || (GetVar(184) == 9 and (GetVar(185) == 3 || GetVar(186) == 3 || GetVar(188) == 3 || GetVar(187) == 3 || GetVar(193) == 3))),,1053774,R,N,[]
,u83,Defrost control,Defrost B,2603,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1053969,64,GetVar(184) == 7,,1053969,R,N,[]
,u11,Defrost control,Defrost time A,2508,0,0,900,min,0,INT,,0,Read the duration of the ongoing defrost or the duration of the last completed defrost.,0,Id_1053672,2,GetVar(25) > 0,,1053672,R,N,[]
,U01,Defrost control,Adaptive defrost state,2628,0,0,6,,0,,"0:OFF,1:Error,2:Tuning,3:OK,4:Little ice,5:Medium ice,6:Heavy ice",0,Actual state of the adaptive defrost function,0,Id_1053830,22,GetVar(25) > 0 and GetVar(39) > 0,,1053830,R,N,[]
,U10,Defrost control,Accumulated defrosts,2648,0,0,32767,,0,INT,,0,Number of defrosts carried out since the initial power up or since the resetting of the function,0,Id_1054111,23,GetVar(25) > 0 and (GetVar(39) == 2 || GetVar(39) == 3),,1054111,R,N,[]
,U11,Defrost control,Accumulated skipped defrosts,2649,0,0,32767,,0,INT,,0,Number of defrosts skipped since the initial power up or since the resetting of the function,0,Id_1054112,23,GetVar(25) > 0 and (GetVar(39) == 2 || GetVar(39) == 3),,1054112,R,N,[]
,,Defrost control,Tc average temp.,2635,0,-200,200,°C,0,Float,,0,Average value of the condensing temperature signal distributed via the system manager to the case controllers that are using adaptive defrost. At transcritical CO2 sites the receiver pressure is distributed to the case controllers. Function needs to be set up in the system manager.,1,Id_1054110,55,GetVar(39) >= 1,,1054110,R,N,[]
,,Defrost control,Start defrost,1013,0,0,1,,0,,"0:OFF,1:ON",0,Command for starting a defrost,0,Id_1054860,2,GetVar(25) > 0,,1054860,F,N,[]
,,Defrost control,Stop defrost,1060,0,0,1,,0,,"0:OFF,1:ON",0,Command for stopping an ongoing defrost cycle,0,Id_1054926,2,GetVar(25) > 0,,1054926,F,N,[]
,d01,Defrost control,Defrost method,1000,1,0,4,,0,,"0:None,1:Electrical,2:Hot gas,4:Air/Offcycle",1,Select method of defrost,0,Id_1054083,0,1,,1054083,S,S,['Hot gas:71']
,d10,Defrost control,Defrost stop method,1009,0,0,2,,0,,"0:Time,1:S5 sensor,2:S4 sensor",1,Here you define whether a defrost cycle is to be stopped by time or by a temperature sensor,0,Id_1054087,2,GetVar(25) > 0,,1054087,S,S,[]
,d02,Defrost control,Defrost stop limit A,1001,6,0,50,°C,0,Float,,1,"When the selected defrost stop sensor reaches the set limit, the defrost cycle is terminated",1,Id_1053671,13,GetVar(25) > 0 and GetVar(34) > 0,,1053671,S,S,[]
,d04,Defrost control,Max defrost time,1003,45,0,360,min,0,INT,,1,"Max duration of a defrost cycle. The setting is also used as a safety time if the defrost is stopped on temperature. If the selected defrost stop sensor does not reach the set defrost stop temperature limit within the set time, the defrost will be stopped anyway.",0,Id_1054086,2,GetVar(25) > 0,,1054086,S,S,[]
,d03,Defrost control,Defrost start interval,1002,8,0,240,hrs,0,INT,,1,"The function is zeroset and will start the timer function at each defrost start. When the time has expired the function will start a defrost. 
The function is used as a simple defrost start, or it may be used as a safeguard if the normal signal fails to appear. 
If master/slave defrost without clock function or without data communication is used, the interval time will be used as max. time between defrosts. 
If a defrost start via data communcation does not take place, the interval time will be used as max. time between defrosts.
When there is defrost with clock function or data communication, the interval time must be set for a somewhat longer period of time than the planned one.  In connection with power failure the interval time will be maintained, and when the power returns the interval time will continue from the maintained value. 
he interval time is not active when set to 0",0,Id_1054098,2,GetVar(25) > 0,,1054098,S,S,[]
,d05,Defrost control,Time staggering power up,1004,0,0,240,min,0,INT,,1,"Time staggering for defrost cutins during start-up 
The function is only relevant if you have several refrigeration appliances or groups where you want the defrost to be staggered in relation to one another. The function is furthermore only relevant if you have chosen defrost with interval start. The function delays the interval time by the set number of minutes, but it only does it once, and this at the very first defrost taking place when voltage is connected to the controller. 
The function will be active after each and every power failure.",0,Id_1054099,2,GetVar(25) > 0,,1054099,S,S,[]
,d18,Defrost control,Max thermostat runtime,1020,0,0,240,hrs,0,INT,,1,"Defrost on demand – aggregate refrigeration time 
Set here is the refrigeration time allowed without defrosts. If the time is passed, a defrost will be started. With setting = 0 the function is not in use.",0,Id_1054107,2,GetVar(25) > 0,,1054107,S,S,[]
,d16,Defrost control,Pump down delay,1018,0,0,60,min,0,INT,,1,Set the time where the evaporator is emptied of refrigerant prior to the actual defrost cycle,0,Id_1054088,2,GetVar(25) > 0,,1054088,S,S,[]
,d23,Defrost control,Hot gas injection delay,1037,0,0,60,min,0,INT,,1,Delay before opening hot gas valve,0,Id_1054089,15,GetVar(25) > 0 and GetVar(184) == 5,,1054089,S,S,[]
,d06,Defrost control,Drip off time,1005,0,0,60,min,0,INT,,1,Here you set the time that is to elapse from a defrost and until the compressor is to start again. (The time when water drips off the evaporator).,0,Id_1054091,2,GetVar(25) > 0,,1054091,S,S,[]
,o16,Defrost control,Max hold time,2020,20,0,360,min,0,INT,,1,"Max. standby time after coordinated defrost. 
When a controller has completed a defrost it will wait for a signal which tells that the refrigeration may be resumed. If this signal fails to appear for one reason or another, the controller will itself start the refrigeration when this standby time has elapsed.",0,Id_1054090,2,GetVar(25) > 0,,1054090,S,S,[]
,d17,Defrost control,Drain delay,1019,0,0,60,min,0,INT,,1,"Drain delay (only in connection with hotgas). 
Set the time where the evaporator is emptied of condensed refrigerant after the defrost.",0,Id_1054092,15,GetVar(25) > 0 and GetVar(184) == 5,,1054092,S,S,[]
,d09,Defrost control,Fan control during defrost,1008,1,0,3,,0,,"0:OFF,1:ON,2:OFF at drip,3:OFF at high temp",1,"Fan operation during defrost 
Here you can set how the fan is to operate during defrost.

0: Stopped (Runs during pump down)


1: Running (stopped during  ""fan delay"")
2: Running during pump down and defrost. After that stopped


3: Running during pump down and defrost until defrost stop sensor reaches fan stop temperature limit",0,Id_1054093,14,GetVar(25) > 0 and (GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054093,S,S,[]
,d41,Defrost control,Fan stop temperature,1059,0,-20,20,°C,0,Float,,1,"If the fan control during defrost has been set up for it, the fans can be stopped during the defrost if the defrost sensor exceeds the set temperature limit",1,Id_1054096,17,GetVar(25) > 0 and (GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))) and GetVar(33) == 3,,1054096,S,S,[]
,d07,Defrost control,Fan start delay,1007,0,0,60,min,0,INT,,1,"Delay of fan start after defrost. 
Here you set the time that is to elapse from compressor start after a defrost and until the fan may start again. (The time when remaining water is transformed into ice on the evaporator).",0,Id_1054094,14,GetVar(25) > 0 and (GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054094,S,S,[]
,d08,Defrost control,Fan start temperature,1006,-5,-50,10,°C,0,Float,,1,"Temperature limit for starting the fans after a defrost. When the measured S5 evaporator temperature is getting below the set limit, the fans are started",1,Id_1054095,14,GetVar(25) > 0 and (GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054095,S,S,[]
,d27,Defrost control,Rail heat during defrost,1045,1,0,2,,0,,"0:OFF,1:ON,2:Normal control",1,"Define how railheat is controlled during defrost

0: Railheat is OFF all the time

1: Railheat is ON all the time

2: Normal railheat control",0,Id_1054179,16,GetVar(25) > 1 and ((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1),,1054179,S,S,[]
,d40,Defrost control,Display delay after defrost,1058,30,5,240,min,0,INT,,1,"Set the maximum time the display should show the defrost code ""-d-"" after a defrost. The normal temperature readout is normally started when the temperature in the case is OK again or if a high temperature alarm is raised.",0,Id_1054101,2,GetVar(25) > 0,,1054101,S,S,[]
,d21,Defrost control,Adaptive defrost mode,1029,0,0,4,,0,,"0:OFF,1:Monitoring,2:Skip day,3:Skip day/night,4:Full adaptive",1,"Adaptive defrost is used to skip planned defrost cycles if they are not needed or in orer to start an extra defrost when required: 

0: Not used, 

1: Monitors the evaporator and triggers an alarm in the case of icing up 

2: Scheduled defrosts during day time can be skipped. 
3: Scheduled defrosts during day and night time can be skipped. 

4: All schedules are carried out + extra if it is registered that it is required. 

(Temporary setting to 0FF will reset the recorded values.)",0,Id_1054105,2,GetVar(25) > 0,,1054105,C,S,[]
,t00,Defrost schedules,Defrost schedule,1200,0,0,1,,0,,"0:No,1:Yes",1,,0,Id_1054133,2,GetVar(25) > 0,,1054133,S,S,[]
,t01,Defrost schedules,Def. start 1 - Hours,1201,0,0,23,hrs,0,INT,,1,,0,Id_1054141,18,GetVar(44) > 0 and GetVar(25) > 0,,1054141,S,S,[]
,t11,Defrost schedules,Def. start 1 - Minutes,1211,0,0,59,min,0,INT,,1,,0,Id_1054142,18,GetVar(44) > 0 and GetVar(25) > 0,,1054142,S,S,[]
,t02,Defrost schedules,Def. start 2 - Hours,1202,0,0,23,hrs,0,INT,,1,,0,Id_1054143,18,GetVar(44) > 0 and GetVar(25) > 0,,1054143,S,S,[]
,t12,Defrost schedules,Def. start 2 - Minutes,1212,0,0,59,min,0,INT,,1,,0,Id_1054144,18,GetVar(44) > 0 and GetVar(25) > 0,,1054144,S,S,[]
,t03,Defrost schedules,Def. start 3 - Hours,1203,0,0,23,hrs,0,INT,,1,,0,Id_1054145,18,GetVar(44) > 0 and GetVar(25) > 0,,1054145,S,S,[]
,t13,Defrost schedules,Def. start 3 - Minutes,1213,0,0,59,min,0,INT,,1,,0,Id_1054146,18,GetVar(44) > 0 and GetVar(25) > 0,,1054146,S,S,[]
,t04,Defrost schedules,Def. start 4 - Hours,1204,0,0,23,hrs,0,INT,,1,,0,Id_1054147,18,GetVar(44) > 0 and GetVar(25) > 0,,1054147,S,S,[]
,t14,Defrost schedules,Def. start 4 - Minutes,1214,0,0,59,min,0,INT,,1,,0,Id_1054148,18,GetVar(44) > 0 and GetVar(25) > 0,,1054148,S,S,[]
,t05,Defrost schedules,Def. start 5 - Hours,1205,0,0,23,hrs,0,INT,,1,,0,Id_1054149,18,GetVar(44) > 0 and GetVar(25) > 0,,1054149,S,S,[]
,t15,Defrost schedules,Def. start 5 - Minutes,1215,0,0,59,min,0,INT,,1,,0,Id_1054150,18,GetVar(44) > 0 and GetVar(25) > 0,,1054150,S,S,[]
,t06,Defrost schedules,Def. start 6 - Hours,1206,0,0,23,hrs,0,INT,,1,,0,Id_1054151,18,GetVar(44) > 0 and GetVar(25) > 0,,1054151,S,S,[]
,t16,Defrost schedules,Def. start 6 - Minutes,1216,0,0,59,min,0,INT,,1,,0,Id_1054152,18,GetVar(44) > 0 and GetVar(25) > 0,,1054152,S,S,[]
,t51,Defrost schedules,Monday - Follow schedule,1221,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055699,18,GetVar(44) > 0 and GetVar(25) > 0,,1055699,S,S,[]
,t52,Defrost schedules,Tuesday - Follow schedule,1222,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055700,18,GetVar(44) > 0 and GetVar(25) > 0,,1055700,S,S,[]
,t53,Defrost schedules,Wednesday - Follow schedule,1223,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055701,18,GetVar(44) > 0 and GetVar(25) > 0,,1055701,S,S,[]
,t54,Defrost schedules,Thursday - Follow schedule,1224,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055702,18,GetVar(44) > 0 and GetVar(25) > 0,,1055702,S,S,[]
,t55,Defrost schedules,Friday - Follow schedule,1225,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055703,18,GetVar(44) > 0 and GetVar(25) > 0,,1055703,S,S,[]
,t56,Defrost schedules,Saturday - Follow schedule,1226,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055704,18,GetVar(44) > 0 and GetVar(25) > 0,,1055704,S,S,[]
,t57,Defrost schedules,Sunday - Follow schedule,1227,1,0,1,,0,,"0:No,1:Yes",1,,0,Id_1055705,18,GetVar(44) > 0 and GetVar(25) > 0,,1055705,S,S,[]
,u58,Compressor,Compressor 1,2510,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054072,11,GetVar(184) < 4 || (GetVar(184) == 9 and (GetVar(185) == 8 || GetVar(186) == 8 || GetVar(188) == 8 || GetVar(187) == 8 || GetVar(193) == 8)),,1054072,R,N,[]
,u67,Compressor,Compressor 2,2588,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054082,12,GetVar(184) == 9 and (GetVar(185) == 9 || GetVar(186) == 9 || GetVar(188) == 9 || GetVar(187) == 9 || GetVar(193) == 9),,1054082,R,N,[]
,c01,Compressor,Min ON time,500,0,0,30,min,0,INT,,1,Minimum time the compressor is to run once it has been started.,0,Id_1054059,11,GetVar(184) < 4 || (GetVar(184) == 9 and (GetVar(185) == 8 || GetVar(186) == 8 || GetVar(188) == 8 || GetVar(187) == 8 || GetVar(193) == 8)),,1054059,S,S,[]
,c02,Compressor,Min OFF time,501,0,0,30,min,0,INT,,1,Minimum time the compressor has to be stopped,0,Id_1054060,11,GetVar(184) < 4 || (GetVar(184) == 9 and (GetVar(185) == 8 || GetVar(186) == 8 || GetVar(188) == 8 || GetVar(187) == 8 || GetVar(193) == 8)),,1054060,S,S,[]
,c08,Compressor,Step control mode,508,2,1,2,,0,,"1:Sequential,2:Cyclic",1,"Selection of step control mode for compressors. 
At sequential mode compressor 1 will always be the first to start and the last to stop. 
In cyclic mode the run time between the compressor will be equalized.",0,Id_1054062,12,GetVar(184) == 9 and (GetVar(185) == 9 || GetVar(186) == 9 || GetVar(188) == 9 || GetVar(187) == 9 || GetVar(193) == 9),,1054062,S,S,[]
,c05,Compressor,Delay between comp.,505,5,0,999,s,0,INT,,1,"Time delay for couplings of two compressors. 
The step delay is the time that has to elapse from the first compressor cuts in and until the next compressor can cut in.",0,Id_1054061,12,GetVar(184) == 9 and (GetVar(185) == 9 || GetVar(186) == 9 || GetVar(188) == 9 || GetVar(187) == 9 || GetVar(193) == 9),,1054061,S,S,[]
,u00,Fan control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[]
,u59,Fan control,Fan,2511,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054224,4,(GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054224,R,N,[]
,U37,Fan control,Fan ECO,2674,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054234,59,GetVar(184) == 9 and (GetVar(185) == 2 || GetVar(186) == 2 || GetVar(188) == 2 || GetVar(187) == 2 || GetVar(193) == 2),,1054234,R,N,[]
,F05,Fan control,Fan pulsing mode,1506,0,0,2,,0,,"0:No pulsing,1:Pulsing cutout,2:Pulsing cutout night",1,"Pulse operation of fan 

0: No pulse operation 

1: Pulse operation when the thermostat is cut out

2: Pulse operation when the thermostat is cut out, but only during night operation",0,Id_1054212,4,(GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054212,S,S,[]
,F06,Fan control,Fan period time,1507,5,1,30,min,0,INT,,1,Periodtime for pulsing of fan,0,Id_1054213,19,(GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))) and GetVar(65) > 0,,1054213,S,S,[]
,F07,Fan control,Fan ON cycle,1508,100,0,100,%,0,INT,,1,"ON time for fan. 
The ON period is set as a percentage of the period time",0,Id_1054210,19,(GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))) and GetVar(65) > 0,,1054210,S,S,[]
,F04,Fan control,Fan stop high S5 temp.,1505,50,-50,50,°C,0,Float,,1,"Fan stop temperature 
The function stops the fans in an error situation, so that they will not provide power to the appliance. If the defrost sensor registers a higher temperature than the one set here, the fans will be stopped. There will be re-start at 2 K below the setting. 
The function is not active during a defrost or start-up after a defrost.",1,Id_1054211,4,(GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054211,S,S,[]
,o90,Fan control,Fan at forced closing,2121,1,0,3,,0,,"0:OFF,1:ON,2:OFF and suppress defrost,3:ON and suppress defrost",1,"You can set whether fans should be operational or stopped if the function ""Forced closing"" is activated here. 

0: Fans are OFF

1: Fans are ON

2: Fans are OFF and defrost is not permitted

3: Fans are ON and defrost is not permitted",0,Id_1054214,4,(GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054214,S,S,[]
,u00,Railheat control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[]
,,Railheat control,Dewpoint,2615,0,-200,200,°C,0,Float,,0,Actual dewpoint received from system manager via network,1,Id_1054189,32,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1) and GetVar(143) == 2,,1054189,R,N,[]
,u85,Railheat control,Railheat power,2606,0,0,100,%,0,INT,,0,Readout of the actual rail power in %,0,Id_1054188,5,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1),,1054188,R,N,[]
,U59,Railheat control,Rail heat PWM,2689,0,0,100,%,0,INT,,0,Actual status of output function,0,Id_1054209,34,GetVar(213) == 1,,1054209,R,N,[]
,o85,Railheat control,Rail heat control mode,2116,0,0,2,,0,,"0:ON,1:Day/Night timer,2:Dew point ctrl.",1,"The rail heat can be controlled in several ways: 


0: Railheat is running all the time 


1: Pulse control is used with a timer function following the day/night operation 


2: Pulse control is used with a dew point function. This function requires that a signal is received about the dew point value. The value is measured by a system manager and sent to the controller via the data communication.",0,Id_1054178,5,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1),,1054178,S,S,[]
