"Group_Code","Menu_Code","Group_Name","Name","PNU","Default_Value","Minimum_Value","Maximum_Value","Unit","Scaling","Datatype","Enum","Read_Only","Help","Decimals","Variable_Name","Visibility_Index","Visibility_Rule

"
"","q15","Service-Manual control","Railheat","2226","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_311","34","(Id_124 > 1 && Id_124 < 5) || Id_124 == 6 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))

"
"","q16","Service-Manual control","Alarm","2227","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_312","35","(Id_124 != 0 && Id_124 != 2 && Id_124 != 5 && Id_124 < 9) || (Id_124 == 9 && Id_125 == 5)

"
"","q17","Service-Manual control","Light","2228","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_313","6","(Id_124 > 0 && Id_124 != 3 && Id_124 < 9) || (Id_124 == 9 && (Id_125 == 6 || Id_126 == 6 || Id_128 == 6 || Id_127 == 6 || Id_133 == 6))

"
"","q21","Service-Manual control","Blinds","2232","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_317","45","Id_124 == 9 && (Id_125 == 7 || Id_126 == 7 || Id_128 == 7 || Id_127 == 7 || Id_133 == 7)

"
"","q23","Service-Manual control","Air heater","2234","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_319","8","Id_124 == 9 && (Id_125 == 10 || Id_126 == 10 || Id_128 == 10 || Id_127 == 10 || Id_133 == 10)

"
"","q26","Service-Manual control","Humidifier","2237","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_322","2","Id_124 == 8

"
"","q27","Service-Manual control","AO 1","2238","0","0","100","K","0","INT","","1","","0","Id_323","37","Id_124 > 0 && Id_149 > 0

"
"","x62","Master control"," Reg. Cond.","2554","0","0","14","K","0","Enum","0:MS Off,1:Start Up,2:Sup Heat Ctrl,3:Fill Evap,4:Defrost,5:Post Defrost,6:Forced Closed,7:Inject Fail,8:Sensor Err,9:Therm Ctrl,10:Melting,11:Door Open,12:Cleaning,13:Cutout,14:Forced Refr","1","","0","Id_236","0","

"
"","x63","Master control"," Cutin temp.","2553","4","-200","200","K","0","","","1","","1","Id_237","0","

"
"","x64","Master control"," Cutout temp.","2501","2","-200","200","K","0","","","1","","1","Id_238","0","

"
"","x81","Master control"," TherToggle","3146","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_239","0","

"
"","x82","Master control"," LoadReq","3147","0","-100","100","K","0","INT","","0","","0","Id_240","0","

"
"","x84","Master control"," MaxTeOffset","3151","0","-180","100","K","0","","","1","","1","Id_242","0","

"
"","x85","Master control"," Flood evap.","3149","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_271","0","

"
"","x06","Master control"," Night setbck","126","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_243","0","

"
"","x17","Master control"," Case shutdwn","2650","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_302","0","

"
"","x07","Master control"," Forced close","3022","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_251","0","

"
"","x08","Master control"," Forced cool.","3044","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_252","0","

"
"","x13","Master control"," MC def.start","1042","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_257","0","

"
"","x14","Master control"," DefrostState","1036","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_262","0","

"
"","x11","Master control"," HoldAfterDef","2022","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_255","0","

"
"","x12","Master control"," Disable def.","1031","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_256","0","

"
"","o39","Master control","Light remote","2058","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_265","24","Id_124 < 3 || (Id_124 > 3 && Id_124 < 9) || (Id_124 == 9 && (Id_125 == 6 || Id_126 == 6 || Id_128 == 6 || Id_127 == 6 || Id_133 == 6))

"
"","x03","Master control"," Act.DewPoint","2138","0","-200","200","K","0","","","0","","1","Id_303","25","(Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))) && Id_90 == 2

"
"","x04","Master control"," TcTempMean","2634","0","-200","200","K","0","","","0","","1","Id_304","32","Id_37 >= 1

"
"","x83","Master control"," Load factor","2572","0","0","10","K","0","","","1","","1","Id_241","0","

"
"","aaa","Master control"," BT lock","1062","0","0","1","K","0","Enum","0:OFF,1:ON","0","","0","Id_301","0","

"
"","y04","Master control"," Min Delta T","1061","0","-180","100","K","0","","","1","","1","Id_343","0","

"
